   "MANDT";"WERKS";"LGORT";"LIFNR";"PARCERIA";"EBELN"
   "400";"2065";"F1NT";"0010151738";"";"4600584035"
   "400";"2065";"F1OI";"0010067168";"";"4600654520"
   "400";"2065";"F1WS";"0010104985";"";"4600307078"
   "400";"2065";"F1XV";"0010014003";"";"4600330637"
   "400";"2065";"F1ZL";"0010025984";"";"4600378170"
   "400";"2065";"F1ZV";"0010014003";"";"4600330637"
   "400";"2065";"F1ZX";"0010014003";"";"4600330638"
   "400";"2065";"F203";"0010031817";"";"4600329217"
   "400";"2065";"F204";"0010031817";"";"4600329236"
   "400";"2065";"F20A";"0010006747";"";"4600385212"
   "400";"2065";"F20B";"0010001140";"";"4600522479"
   "400";"2065";"F20C";"0010026003";"";"4600430369"
   "400";"2065";"F213";"0010001888";"";"4600339876"
   "400";"2065";"F214";"0010151738";"";"4600390897"
   "400";"2065";"F216";"0010006747";"";"4600392216"
   "400";"2065";"F223";"0010006746";"";"4600392216"
   "400";"2065";"F229";"0010006747";"";"4600398129"
   "400";"2065";"F230";"0010006747";"";"4600398128"
   "400";"2065";"F231";"0010006747";"";"4600398127"
   "400";"2065";"F232";"0010006747";"";"4600398126"
   "400";"2065";"F233";"0010006747";"";"4600398125"
   "400";"2065";"F262";"0010026003";"";"4600277702"
   "400";"2065";"F293";"0010175728";"";"4600427206"
   "400";"2065";"F2AY";"0010001140";"";"4600522476"
   "400";"2065";"F2AZ";"0010031817";"";"4600515584"
   "400";"2065";"F2BA";"0010001140";"";"4600522478"
   "400";"2065";"F2BE";"0010006746";"";"4600524393"
   "400";"2065";"F2BG";"0010006747";"";"4600524392"
   "400";"2065";"F2CA";"0010014003";"";"4600531577"
   "400";"2065";"F2CH";"0010005033";"";"4600534282"
   "400";"2065";"F2CJ";"0010014003";"";"4600537301"
   "400";"2065";"F2MC";"0010151738";"";"4600584035"
   "400";"2065";"F40E";"0010025068";"";"4600556448"
   "400";"2065";"FAKE";"0010031817";"";"4600648629"
   "400";"2065";"FAKF";"0010031817";"";"4600648319"
   "400";"2065";"FAVF";"0010032536";"";"4600552673"
   "400";"2065";"FAVG";"0010010526";"";"4600552673"
   "400";"2065";"FAWA";"0010131236";"";"4600456877"
   "400";"2065";"FB9J";"0010026003";"";"4600579412"
   "400";"2065";"FBHH";"0010014003";"";"4600664611"
   "400";"2065";"FEQA";"0010032536";"";"4600565853"
   "400";"2065";"FFXT";"0010050757";"";"4600566277"
   "400";"2065";"FHGE";"0010014003";"";"4600664611"
   "400";"2065";"FJBS";"0010025658";"";"4600537301"
   "400";"2065";"FMAR";"0010210305";"";"4600579928"
   "400";"2065";"FMSS";"0010010526";"";"4600602636"
   "400";"2065";"FOIL";"0010067168";"";"4600639837"
   "400";"2065";"FOSS";"0010001140";"";"4600658580"
   "400";"2065";"FSSA";"0010131236";"";"4600305199"
   "400";"2065";"FV08";"0010014003";"";"4600330638"
   "400";"2065";"FV17";"0010025217";"";"4600363384"
   "400";"2065";"FV18";"0010024891";"";"4600362786"
   "400";"2065";"FV21";"0010002369";"";"4600375888"
   "400";"2065";"FV24";"0010026003";"";"4600371872"
   "400";"2065";"FV25";"0010026003";"";"4600371873"
   "400";"2065";"FV43";"0010149504";"";"4600408550"
   "400";"2065";"FV49";"0010001140";"";"4600425030"
   "400";"2065";"FV50";"0010001140";"";"4600427872"
   "400";"2065";"FV58";"0010025068";"";"4600429466"
   "400";"2065";"FV78";"0010067168";"";"4600548974"
   "400";"2065";"FV81";"0010023933";"";"4600494285"
   "400";"2065";"FV83";"0010031817";"";"4600515585"
   "400";"2065";"FV84";"0010031817";"";"4600515586"
   "400";"2065";"FV86";"0010006747";"";"4600524391"
   "400";"2065";"FV98";"0010014003";"";"4600531577"
   "400";"2065";"FV99";"0010025984";"";"4600531412"
   "400";"2065";"FVAB";"0010002369";"";"4600545009"
   "400";"2065";"FVAF";"0010010526";"";"4600552673"
   "400";"2065";"FVWE";"0010147377";"";"4600566277"
   "400";"2065";"FVZ6";"0010031526";"";"4600515584"
   "400";"2065";"FWWW";"0010032536";"";"4600602636"
   "400";"2065";"FXA2";"0010067168";"";"4600583840"
   "400";"2065";"FXBK";"0010025984";"";"4600611667"
   "400";"2068";"F2CH";"0010005033";"";"4600534282"
   "400";"2069";"F1D8";"0010072516";"";"4600192463"
   "400";"2069";"F1FH";"0010104985";"";"4600242757"
   "400";"2069";"F1NT";"0010151738";"";"4600584035"
   "400";"2069";"F1WS";"0010104985";"";"4600307078"
   "400";"2069";"F214";"0010151738";"";"4600390897"
   "400";"2069";"F2MC";"0010151738";"";"4600584035"
   "400";"2070";"F1B7";"0010025478";"";"4600002801"
   "400";"2070";"F1B8";"0010002069";"";"4600001477"
   "400";"2070";"F1B9";"0010005730";"";"4600002344"
   "400";"2070";"F1BA";"0010012897";"";"4600003961"
   "400";"2070";"F1BB";"0010025343";"";"4600002420"
   "400";"2070";"F1BC";"0010025046";"";"4600177573"
   "400";"2070";"F1CZ";"0010025895";"";"4600205174"
   "400";"2070";"F1DA";"0010001304";"";"4600200292"
   "400";"2070";"F1DB";"0010025921";"";"4600174970"
   "400";"2070";"F1DD";"0010005018";"";"4600228467"
   "400";"2070";"F1DE";"0010012897";"";"4600235569"
   "400";"2070";"F1EK";"0010002069";"";"4600220173"
   "400";"2070";"F1FJ";"0010025478";"";"4600395374"
   "400";"2070";"F1FK";"0010002069";"";"4600302285"
   "400";"2081";"F247";"0010033507";"";"4600408055"
   "400";"2083";"F225";"0010057277";"";"4600395270"
   "400";"2083";"F268";"0010023524";"";"4600444776"
   "400";"2083";"FAV1";"0010023524";"";"4600549629"
   "400";"2096";"F02I";"0010164515";"";"4600408550"
   "400";"2096";"F1AA";"0010164515";"";"4600588838"
   "400";"2096";"F1NT";"0010151738";"";"4600584035"
   "400";"2096";"F1WS";"0010104985";"";"4600307078"
   "400";"2096";"F214";"0010151738";"";"4600390897"
   "400";"2096";"F2CH";"0010005033";"";"4600534282"
   "400";"2096";"F2MC";"0010151738";"";"4600584035"
   "400";"2096";"F3CH";"0010005033";"";"4600604636"
   "400";"2096";"F4CH";"0010005033";"";"4600604636"
   "400";"2096";"F5CH";"0010005033";"";"4600604636"
   "400";"2096";"F6CH";"0010005033";"";"4600613874"
   "400";"2096";"F7CH";"0010025217";"";"4600613874"
   "400";"2096";"F8CH";"0010025217";"";"4600613874"
   "400";"2096";"FV17";"0010025217";"";"4600363384"
   "400";"2096";"FV82";"0010001888";"";"4600500897"
   "400";"2096";"FVVJ";"0010188330";"";"4600452747"
   "400";"2096";"FVVL";"0010159739";"";"4600502693"
   "400";"2096";"FVVW";"0010101243";"";"4600503680"
   "400";"2096";"FVWA";"0010164515";"";"4600564080"
   "400";"2099";"F02I";"0010164515";"";"4600408550"
   "400";"20AA";"F007";"0010006747";"";"4600566275"
   "400";"20AA";"F00J";"0010006747";"";"4600566276"
   "400";"20AA";"F01M";"0010067168";"";"4600548974"
   "400";"20AA";"F02I";"0010164515";"";"4600408550"
   "400";"20AA";"F041";"0010025658";"";"4600537300"
   "400";"20AA";"F0B5";"0010113697";"";"4600332536"
   "400";"20AA";"F0BP";"0010025800";"";"4600166461"
   "400";"20AA";"F0HE";"0010078119";"";"4600580515"
   "400";"20AA";"F14Z";"0010014003";"";"4600177260"
   "400";"20AA";"F18I";"0010014003";"";"4600537300"
   "400";"20AA";"F18O";"0010113697";"";"4600396774"
   "400";"20AA";"F1A9";"0010001140";"";"4600522478"
   "400";"20AA";"F1AA";"0010025135";"";"4600588838"
   "400";"20AA";"F1CF";"0010025800";"";"4600166461"
   "400";"20AA";"F1CG";"0010072772";"";"4600160724"
   "400";"20AA";"F1D4";"0010004971";"";"4600205064"
   "400";"20AA";"F1D6";"0010001140";"";"4600237896"
   "400";"20AA";"F1DD";"0010002369";"";"4600206285"
   "400";"20AA";"F1DP";"0010014003";"";"4600177378"
   "400";"20AA";"F1DT";"0010026003";"";"4600217271"
   "400";"20AA";"F1DU";"0010002206";"";"4600217275"
   "400";"20AA";"F1DX";"0010002206";"";"4600206536"
   "400";"20AA";"F1DY";"0010002206";"";"4600206439"
   "400";"20AA";"F1EF";"0010031817";"";"4600206188"
   "400";"20AA";"F1F1";"0010026003";"";"4600230170"
   "400";"20AA";"F1F5";"0010025068";"";"4600222414"
   "400";"20AA";"F1F6";"0010025068";"";"4600222723"
   "400";"20AA";"F1FG";"0010001140";"";"4600237897"
   "400";"20AA";"F1FH";"0010104985";"";"4600242757"
   "400";"20AA";"F1G3";"0010058805";"";"4600236362"
   "400";"20AA";"F1H5";"0010025869";"";"4600273604"
   "400";"20AA";"F1H6";"0010115981";"";"4600160724"
   "400";"20AA";"F1H9";"0010006747";"";"4600270770"
   "400";"20AA";"F1HA";"0010006747";"";"4600270770"
   "400";"20AA";"F1HB";"0010006747";"";"4600270770"
   "400";"20AA";"F1HP";"0010002460";"";"4600236721"
   "400";"20AA";"F1HQ";"0010025606";"";"4600193878"
   "400";"20AA";"F1HV";"0010002206";"";"4600282372"
   "400";"20AA";"F1IB";"0010025800";"";"4600000719"
   "400";"20AA";"F1IQ";"0010031817";"";"4600280782"
   "400";"20AA";"F1IR";"0010031817";"";"4600280783"
   "400";"20AA";"F1IX";"0010025984";"";"4600280676"
   "400";"20AA";"F1J4";"0010021048";"";"4600282670"
   "400";"20AA";"F1JC";"0010014003";"";"4600294075"
   "400";"20AA";"F1JD";"0010127437";"";"4600292382"
   "400";"20AA";"F1JQ";"0010006747";"";"4600270770"
   "400";"20AA";"F1K0";"0010006747";"";"4600270770"
   "400";"20AA";"F1K1";"0010006746";"";"4600270770"
   "400";"20AA";"F1KA";"0010022801";"";"4600262972"
   "400";"20AA";"F1KB";"0010005320";"";"4600284996"
   "400";"20AA";"F1LC";"0010002206";"";"4600313077"
   "400";"20AA";"F1LE";"0010025898";"";"4600313577"
   "400";"20AA";"F1LG";"0010002206";"";"4600314580"
   "400";"20AA";"F1NT";"0010151738";"";"4600584035"
   "400";"20AA";"F1OI";"0010067168";"";"4600654520"
   "400";"20AA";"F1PT";"0010014410";"";"4600316229"
   "400";"20AA";"F1PU";"0010127437";"";"4600292382"
   "400";"20AA";"F1WS";"0010104985";"";"4600307078"
   "400";"20AA";"F1WT";"0010046114";"";"4600299123"
   "400";"20AA";"F1WU";"0010046114";"";"4600302071"
   "400";"20AA";"F1WV";"0010004966";"";"4600298003"
   "400";"20AA";"F1WW";"0010004122";"";"4600285342"
   "400";"20AA";"F1WX";"0010039788";"";"4600296779"
   "400";"20AA";"F1Z1";"0010007122";"";"4600308477"
   "400";"20AA";"F204";"0010031817";"";"4600329236"
   "400";"20AA";"F214";"0010151738";"";"4600390897"
   "400";"20AA";"F230";"0010006747";"";"4600398128"
   "400";"20AA";"F231";"0010006747";"";"4600392216"
   "400";"20AA";"F293";"0010175728";"";"4600427206"
   "400";"20AA";"F2BE";"0010006746";"";"4600524393"
   "400";"20AA";"F2BG";"0010006747";"";"4600524392"
   "400";"20AA";"F2BL";"0010026003";"";"4600277702"
   "400";"20AA";"F2CB";"0010014003";"";"4600531577"
   "400";"20AA";"F2MC";"0010151738";"";"4600584035"
   "400";"20AA";"F40F";"0010025068";"";"4600556448"
   "400";"20AA";"F6CH";"0010005033";"P";"4600613874"
   "400";"20AA";"FAKE";"0010031817";"";"4600648629"
   "400";"20AA";"FAKF";"0010031817";"";"4600648319"
   "400";"20AA";"FAVF";"0010032536";"";"4600552673"
   "400";"20AA";"FBHH";"0010014003";"";"4600664611"
   "400";"20AA";"FC2J";"0010026003";"";"4600579412"
   "400";"20AA";"FDQB";"0010002369";"";"4600545009"
   "400";"20AA";"FEQC";"0010032536";"";"4600565853"
   "400";"20AA";"FGXT";"0010050757";"";"4600566277"
   "400";"20AA";"FHGE";"0010014003";"";"4600664611"
   "400";"20AA";"FMAR";"0010210305";"";"4600579928"
   "400";"20AA";"FMSS";"0010010526";"";"4600602636"
   "400";"20AA";"FOIL";"0010067168";"";"4600639837"
   "400";"20AA";"FOSS";"0010001140";"";"4600656639"
   "400";"20AA";"FV08";"0010014003";"";"4600330638"
   "400";"20AA";"FV43";"0010149504";"";"4600408550"
   "400";"20AA";"FV50";"0010001140";"";"4600427872"
   "400";"20AA";"FV82";"0010001888";"";"4600500897"
   "400";"20AA";"FV83";"0010031817";"";"4600515585"
   "400";"20AA";"FVST";"0010004966";"";"4600520012"
   "400";"20AA";"FVVJ";"0010188330";"";"4600452747"
   "400";"20AA";"FVVL";"0010159739";"";"4600502693"
   "400";"20AA";"FVVW";"0010101243";"";"4600503680"
   "400";"20AA";"FVWA";"0010164515";"";"4600564080"
   "400";"20AA";"FVWF";"0010147377";"";"4600566277"
   "400";"20AA";"FVZD";"0010025658";"";"4600537301"
   "400";"20AA";"FVZU";"0010151738";"";"4600390897"
   "400";"20AA";"FWWW";"0010032536";"";"4600602636"
   "400";"20AA";"FXA4";"0010067168";"";"4600583840"
   "400";"20AC";"F0B5";"0010113697";"";"4600332536"
   "400";"20AD";"F1H5";"0010004884";"";"4600273604"
   "400";"20AD";"F1KA";"0010022801";"";"4600262972"
   "400";"20AD";"F1KB";"0010005320";"";"4600284996"
   "400";"20AD";"F1LC";"0010002206";"";"4600313077"
   "400";"20AD";"F1LE";"0010025898";"";"4600313577"
   "400";"20AD";"F1LG";"0010002206";"";"4600314580"
   "400";"20AD";"F1PT";"0010014410";"";"4600316229"
   "400";"20AD";"F1WU";"0010046114";"";"4600302071"
   "400";"20AD";"F1X5";"0010007122";"";"4600424710"
   "400";"20AD";"F1XM";"0010026003";"";"4600327380"
   "400";"20AD";"F20E";"0010067168";"";"4600584637"
   "400";"20AD";"F228";"0010007082";"";"4600399384"
   "400";"20AD";"F2BU";"0010004884";"";"4600528561"
   "400";"20AD";"FDQ1";"0010002369";"";"4600545008"
   "400";"20AD";"FGEM";"0010014003";"";"4600537878"
   "400";"20AD";"FV08";"0010014003";"";"4600330719"
   "400";"20AD";"FV21";"0010002369";"";"4600375888"
   "400";"20AD";"FV79";"0010039216";"";"4600551011"
   "400";"20AF";"F02I";"0010164515";"";"4600408550"
   "400";"20AF";"F0B5";"0010113697";"";"4600332536"
   "400";"20AF";"F18O";"0010113697";"";"4600396774"
   "400";"20AF";"F1AA";"0010164515";"";"4600588838"
   "400";"20AF";"F1CF";"0010025800";"";"4600166461"
   "400";"20AF";"F293";"0010175728";"";"4600427206"
   "400";"20AF";"FV43";"0010149504";"";"4600408550"
   "400";"20AF";"FV82";"0010001888";"";"4600500897"
   "400";"20AF";"FVWA";"0010164515";"";"4600564080"
   "400";"20AG";"F1KK";"0010006773";"";"4600307943"
   "400";"20AG";"F248";"0010007082";"";"4600427978"
   "400";"20AI";"F1AA";"0010164515";"";"4600588838"
   "400";"2100";"F0C0";"0010004972";"";"4600002120"
   "400";"2100";"F1D5";"0010004971";"";"4600205064"
   "400";"2100";"F1HU";"0010084812";"";"4600279874"
   "400";"2100";"F1KP";"0010068856";"";"4600306385"
   "400";"2100";"F1NT";"0010151738";"";"4600584035"
   "400";"2100";"F1WS";"0010104985";"";"4600307078"
   "400";"2100";"F214";"0010151738";"";"4600390897"
   "400";"2100";"F219";"0010005850";"";"4600378266"
   "400";"2100";"F2MC";"0010151738";"";"4600584035"
   "400";"2100";"FZ11";"0010131171";"";"4600555476"
   "400";"2100";"FZ12";"0010131171";"";"4600565073"
   "400";"2100";"FZ13";"0010060203";"";"4600554177"
   "400";"2100";"FZ14";"0010060203";"";"4600567323"
   "400";"2100";"FZ15";"0010060203";"";"4600611890"
   "400";"2100";"FZZ6";"0010060203";"";"4600607635"
   "400";"2100";"FZZ7";"0010025827";"";"4600567322"
   "400";"2101";"F01W";"0010004111";"";"4600161665"
   "400";"2101";"F01Y";"0010004111";"";"4600161667"
   "400";"2101";"F01Z";"0010004111";"";"1602226011"
         "400";"2101";"F021";"0010004881"
         "400";"2101";"F022";"0010004884"
   "400";"2101";"F023";"0010004971";"";"4600002120"
         "400";"2101";"F024";"0010004971"
   "400";"2101";"F025";"0010004972";"";"4600002120"
   "400";"2101";"F026";"0010004972";"";"4600002120"
         "400";"2101";"F027";"0010004972"
   "400";"2101";"F028";"0010195447";"";"4600569275"
   "400";"2101";"F029";"0010005020";"";"4600161791"
   "400";"2101";"F02A";"0010005020";"";"1602031036"
   "400";"2101";"F02B";"0010005020";"";"1602089035"
   "400";"2101";"F02C";"0010005020";"";"1602090036"
         "400";"2101";"F02D";"0010005020"
   "400";"2101";"F02F";"0010005239";"";"1602046035"
   "400";"2101";"F02G";"0010005239";"";"1602154011"
   "400";"2101";"F02H";"0010005239";"";"1602173018"
   "400";"2101";"F02J";"0010005239";"";"1602178011"
   "400";"2101";"F02K";"0010005319";"";"1602032020"
   "400";"2101";"F02L";"0010005320";"";"1602032020"
         "400";"2101";"F02M";"0010005320"
   "400";"2101";"F02N";"0010006548";"";"4600161254"
   "400";"2101";"F02P";"0010006773";"";"4600164401"
         "400";"2101";"F02R";"0010007479"
   "400";"2101";"F02S";"0010014661";"";"4600163262"
   "400";"2101";"F02T";"0010014661";"";"1602060031"
   "400";"2101";"F02U";"0010014661";"";"4600163258"
   "400";"2101";"F02V";"0010014661";"";"1602182029"
   "400";"2101";"F02W";"0010014661";"";"1602186011"
   "400";"2101";"F02X";"0010014661";"";"4600163263"
   "400";"2101";"F02Y";"0030000060";"";"9999999999"
   "400";"2101";"F02Z";"0010025247";"";"1602096032"
   "400";"2101";"F030";"0010025340";"";"4600163482"
   "400";"2101";"F031";"0010210153";"";"4600569275"
   "400";"2101";"F032";"0010025340";"";"1602153025"
   "400";"2101";"F034";"0010025340";"";"1602227012"
   "400";"2101";"F036";"0010025340";"";"1602297002"
   "400";"2101";"F038";"0010025478";"";"4600002804"
   "400";"2101";"F039";"0010025478";"";"4600002806"
         "400";"2101";"F03A";"0010025655"
         "400";"2101";"F03B";"0010025694"
   "400";"2101";"F03C";"0010025869";"";"1602207011"
         "400";"2101";"F03E";"0010025965"
   "400";"2101";"F03F";"0010026887";"";"4600162741"
   "400";"2101";"F03G";"0010026887";"";"1602118019"
   "400";"2101";"F03H";"0010026887";"";"4600163520"
         "400";"2101";"F03J";"0010026887"
   "400";"2101";"F0AJ";"0010191506";"";"4600569027"
   "400";"2101";"F0C2";"0010000225";"";"4600000828"
         "400";"2101";"F0C3";"0010000225"
   "400";"2101";"F0C4";"0010024847";"";"4600339475"
         "400";"2101";"F0C5";"0010002370"
   "400";"2101";"F0C7";"0010002509";"";"4600162560"
   "400";"2101";"F0C8";"0010002509";"";"4600161431"
   "400";"2101";"F0C9";"0010002509";"";"1602175021"
   "400";"2101";"F0CA";"0010002509";"";"1602267997"
   "400";"2101";"F0CD";"0010003560";"";"4600163190"
   "400";"2101";"F0CE";"0010003560";"";"4600163191"
         "400";"2101";"F0CF";"0010004240"
   "400";"2101";"F0CG";"0010004884";"";"4600002101"
   "400";"2101";"F0CH";"0010004884";"";"4600002101"
   "400";"2101";"F0CL";"0010005020";"";"1602030033"
   "400";"2101";"F0CM";"0010005190";"";"1872058011"
   "400";"2101";"F0CN";"0010005239";"";"1602096032"
   "400";"2101";"F0CP";"0010005262";"";"1602197011"
   "400";"2101";"F0CQ";"0010005909";"";"4600002371"
   "400";"2101";"F0CR";"0010007479";"";"4600163067"
         "400";"2101";"F0CS";"0010014661"
   "400";"2101";"F0CT";"0010025340";"";"1602199015"
         "400";"2101";"F0CU";"0010025340"
   "400";"2101";"F0CV";"0010025537";"";"1812029014"
   "400";"2101";"F0TR";"0010000225";"";"1602163987"
   "400";"2101";"F0TS";"0010000225";"";"1602179989"
   "400";"2101";"F0TT";"0010000225";"";"4600000828"
   "400";"2101";"F0TU";"0010000265";"";"1602043993"
   "400";"2101";"F0TW";"0010000530";"";"1602314992"
   "400";"2101";"F0TY";"0010001140";"";"1602022009"
   "400";"2101";"F0U2";"0010003748";"";"1602003975"
   "400";"2101";"F0U4";"0010004884";"";"1111111111"
   "400";"2101";"F0U5";"0010004884";"";"1602151986"
   "400";"2101";"F0U6";"0010004884";"";"1602280008"
   "400";"2101";"F0U7";"0010004884";"";"1813002016"
   "400";"2101";"F0U8";"0010004971";"";"4600002120"
   "400";"2101";"F0UB";"0010005190";"";"1602053016"
   "400";"2101";"F0UD";"0010005204";"";"1602070991"
   "400";"2101";"F0UE";"0010005204";"";"1602222991"
   "400";"2101";"F0UF";"0010005204";"";"1602232997"
   "400";"2101";"F0UJ";"0010005239";"";"1602003991"
   "400";"2101";"F0UK";"0010005239";"";"1602010999"
   "400";"2101";"F0UL";"0010005239";"";"1602013014"
   "400";"2101";"F0UM";"0010005239";"";"1602020011"
   "400";"2101";"F0UN";"0010005239";"";"1602082984"
   "400";"2101";"F0UP";"0010005239";"";"1602122018"
   "400";"2101";"F0UQ";"0010005239";"";"1602244981"
   "400";"2101";"F0UR";"0010005239";"";"1602348009"
   "400";"2101";"F0UU";"0010006079";"";"1602199998"
   "400";"2101";"F0V2";"0010008252";"";"1600041994"
   "400";"2101";"F0V3";"0010014661";"";"1602019010"
   "400";"2101";"F0V4";"0010014661";"";"1602106018"
   "400";"2101";"F0V5";"0010014661";"";"1602175013"
   "400";"2101";"F0V6";"0010014661";"";"1602183005"
   "400";"2101";"F0VB";"0010024914";"";"1602068007"
   "400";"2101";"F0VD";"0010025193";"";"1602102991"
   "400";"2101";"F0VE";"0010025247";"";"1602010999"
   "400";"2101";"F0VF";"0010025247";"";"1602020011"
   "400";"2101";"F0VG";"0010025247";"";"1602122018"
   "400";"2101";"F0VH";"0010025340";"";"1602099006"
   "400";"2101";"F0VJ";"0010025340";"";"1602205008"
   "400";"2101";"F0VK";"0010025340";"";"1602305991"
   "400";"2101";"F0VL";"0010025478";"";"1602075987"
   "400";"2101";"F0VM";"0010025478";"";"4600002804"
   "400";"2101";"F0VN";"0010025478";"";"4600002806"
   "400";"2101";"F0VP";"0010025537";"";"1602216006"
   "400";"2101";"F0VQ";"0010025655";"";"1602073981"
   "400";"2101";"F0VS";"0010025701";"";"1602177000"
   "400";"2101";"F0W1";"0010025863";"";"1602210001"
   "400";"2101";"F0W3";"0010025921";"";"1111111111"
   "400";"2101";"F0W4";"0010025921";"";"1602241981"
   "400";"2101";"F0W9";"0010026119";"";"1602166985"
   "400";"2101";"F0WA";"0010026887";"";"1602219987"
   "400";"2101";"F0WF";"0010042953";"";"1602267997"
   "400";"2101";"F0WH";"0010043794";"";"1602043993"
   "400";"2101";"F0WJ";"0010043794";"";"1602119994"
   "400";"2101";"F0WK";"0010043794";"";"1602176980"
   "400";"2101";"F0WL";"0010045897";"";"1602267997"
   "400";"2101";"F0WP";"0010050410";"";"1602064989"
   "400";"2101";"F0WQ";"0010050410";"";"1602086985"
   "400";"2101";"F0WR";"0010050410";"";"1602090984"
   "400";"2101";"F0WS";"0010050410";"";"1602098986"
   "400";"2101";"F0WT";"0010050410";"";"1602121007"
   "400";"2101";"F0WU";"0010050410";"";"1602166985"
   "400";"2101";"F0WV";"0010050410";"";"1602217009"
   "400";"2101";"F0WW";"0010050410";"";"1602218001"
   "400";"2101";"F0WX";"0010050410";"";"1602308998"
   "400";"2101";"F0WZ";"0010055775";"";"1602052005"
   "400";"2101";"F0X0";"0010055775";"";"1602143003"
   "400";"2101";"F0X1";"0010055775";"";"1602256980"
   "400";"2101";"F0X3";"0010057603";"";"1602028013"
   "400";"2101";"F0X4";"0010057603";"";"1602060005"
   "400";"2101";"F0X5";"0010057603";"";"1602197984"
   "400";"2101";"F0X6";"0010057603";"";"1602375007"
   "400";"2101";"F0X7";"0010057607";"";"1602028013"
   "400";"2101";"F105";"0010140066";"";"4600352391"
   "400";"2101";"F10N";"0010005269";"";"4600449274"
         "400";"2101";"F159";"0010000530"
   "400";"2101";"F15A";"0010001140";"";"9999999999"
         "400";"2101";"F15B";"0010001140"
         "400";"2101";"F15C";"0010003560"
         "400";"2101";"F15D";"0010003748"
   "400";"2101";"F15E";"0010004881";"";"9999999999"
   "400";"2101";"F15F";"0010004884";"";"1602127961"
   "400";"2101";"F15G";"0010004884";"";"2222222222"
   "400";"2101";"F15H";"0010004884";"";"9999999999"
   "400";"2101";"F15J";"0010004972";"";"2222222222"
   "400";"2101";"F15K";"0010004972";"";"9999999999"
   "400";"2101";"F15L";"0010005020";"";"4600160826"
   "400";"2101";"F15M";"0010005100";"";"9999999999"
         "400";"2101";"F15N";"0010005190"
   "400";"2101";"F15P";"0010005204";"";"1602007976"
   "400";"2101";"F15Q";"0010005204";"";"2222222222"
   "400";"2101";"F15R";"0010005239";"";"2222222222"
         "400";"2101";"F15S";"0010005239"
         "400";"2101";"F15T";"0010005269"
   "400";"2101";"F15U";"0010005909";"";"1602155987"
   "400";"2101";"F15V";"0010006548";"";"4600164298"
   "400";"2101";"F15W";"0010006747";"";"2222222222"
   "400";"2101";"F15X";"0010006747";"";"9999999999"
         "400";"2101";"F15Y";"0010006747"
   "400";"2101";"F15Z";"0010006773";"";"9999999999"
         "400";"2101";"F160";"0010006773"
   "400";"2101";"F161";"0010007397";"";"9999999999"
   "400";"2101";"F162";"0010007471";"";"9999999999"
         "400";"2101";"F163";"0010016013"
   "400";"2101";"F164";"0010019181";"";"9999999999"
         "400";"2101";"F166";"0010025044"
   "400";"2101";"F167";"0010025655";"";"9999999999"
   "400";"2101";"F168";"0010025698";"";"9999999999"
   "400";"2101";"F169";"0010025726";"P";"9999999999"
   "400";"2101";"F16A";"0010025775";"";"9999999999"
   "400";"2101";"F16B";"0010025784";"";"9999999999"
   "400";"2101";"F16C";"0010025797";"";"9999999999"
         "400";"2101";"F16D";"0010025797"
         "400";"2101";"F16E";"0010025800"
   "400";"2101";"F16F";"0010025863";"";"9999999999"
         "400";"2101";"F16G";"0010025863"
   "400";"2101";"F16H";"0010025869";"";"1600048985"
   "400";"2101";"F16J";"0010025965";"";"9999999999"
   "400";"2101";"F16K";"0010025984";"";"9999999999"
         "400";"2101";"F16L";"0010025984"
   "400";"2101";"F16M";"0010026003";"";"9999999999"
         "400";"2101";"F16N";"0010026003"
         "400";"2101";"F16P";"0010026885"
         "400";"2101";"F16Q";"0010030647"
         "400";"2101";"F16R";"0010033528"
      "400";"2101";"F16S";"0010040157";"P"
         "400";"2101";"F16T";"0010042953"
   "400";"2101";"F16U";"0010043386";"";"4600163066"
         "400";"2101";"F16V";"0010043794"
         "400";"2101";"F16W";"0010047419"
   "400";"2101";"F16X";"0010047432";"";"1602029032"
   "400";"2101";"F16Y";"0010047432";"";"1602101022"
   "400";"2101";"F16Z";"0010047432";"";"4600161009"
   "400";"2101";"F170";"0010047432";"";"4600161254"
   "400";"2101";"F171";"0010047432";"";"1602376001"
         "400";"2101";"F172";"0010050410"
   "400";"2101";"F173";"0010050757";"";"9999999999"
   "400";"2101";"F174";"0010055775";"";"1602035029"
   "400";"2101";"F175";"0010055775";"";"4600162864"
   "400";"2101";"F176";"0010055775";"";"4600162863"
   "400";"2101";"F177";"0010055775";"";"1872058011"
   "400";"2101";"F178";"0010055775";"";"9999999999"
         "400";"2101";"F179";"0010055775"
   "400";"2101";"F17A";"0010057296";"";"4600160104"
   "400";"2101";"F17B";"0010057603";"";"1602030033"
   "400";"2101";"F17C";"0010057603";"";"1602031036"
   "400";"2101";"F17D";"0010057603";"";"1602069026"
   "400";"2101";"F17E";"0010057603";"";"1602148015"
         "400";"2101";"F17F";"0010057603"
   "400";"2101";"F17G";"0010058773";"";"9999999999"
   "400";"2101";"F17H";"0010060203";"";"4600611890"
   "400";"2101";"F17J";"0010061446";"";"9999999999"
         "400";"2101";"F17K";"0010061446"
   "400";"2101";"F17L";"0010062431";"";"1602207011"
   "400";"2101";"F17Z";"0010210305";"";"4600579928"
   "400";"2101";"F19Z";"0010025869";"";"1602280008"
